"","X","id","hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","market_segment","distribution_channel","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","reserved_room_type","assigned_room_type","booking_changes","deposit_type","agent","company","days_in_waiting_list","customer_type","adr","required_car_parking_spaces","total_of_special_requests","reservation_status","reservation_status_date"
"1427",51067,52025,"City Hotel",1,205,2016,"May",23,29,2,1,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","26","NULL",0,"Transient",90,0,0,"Canceled","2016-01-19"
"1428",86889,88387,"City Hotel",0,19,2016,"May",19,2,1,2,2,0,0,"BB","BOL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","15","NULL",0,"Transient-Party",130,0,0,"Check-Out","2016-05-05"
"1429",50785,51741,"City Hotel",1,158,2016,"May",22,24,0,2,1,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","37","NULL",31,"Transient",130,0,0,"Canceled","2016-01-18"
"1430",67539,68546,"City Hotel",1,175,2017,"May",20,19,0,1,1,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","44","NULL",0,"Transient",90,0,0,"Canceled","2016-11-25"
"1431",67543,68550,"City Hotel",1,175,2017,"May",20,19,0,1,1,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","44","NULL",0,"Transient",90,0,0,"Canceled","2016-11-25"
"1432",67716,68723,"City Hotel",1,75,2017,"May",20,20,2,1,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"No Deposit","229","NULL",0,"Transient-Party",90,0,0,"Canceled","2017-04-10"
"1433",80580,81911,"City Hotel",1,181,2016,"May",19,5,2,4,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"Non Refund","26","NULL",42,"Transient",90,0,0,"Canceled","2015-12-18"
"1434",50735,51691,"City Hotel",1,158,2016,"May",22,24,0,2,1,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","37","NULL",31,"Transient",130,0,0,"Canceled","2016-01-18"
"1435",99305,101055,"City Hotel",0,8,2016,"November",45,5,0,1,2,0,0,"BB","CHN","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","359","NULL",0,"Transient-Party",130,0,0,"Check-Out","2016-11-06"
"1436",100804,102609,"City Hotel",0,9,2016,"November",49,30,0,2,2,0,0,"BB","BRA","Groups","Direct",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient-Party",90,0,0,"Check-Out","2016-12-02"
"1437",79727,80975,"City Hotel",0,66,2015,"November",48,26,2,3,3,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"D","D",0,"No Deposit","28","NULL",0,"Transient",90,0,1,"Check-Out","2015-12-01"
"1438",17962,18220,"Resort Hotel",0,54,2015,"November",45,7,2,6,2,0,0,"BB","HUN","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240","NULL",0,"Transient-Party",90,1,3,"Check-Out","2015-11-15"
"1439",58953,59934,"City Hotel",1,51,2016,"November",45,3,1,3,1,0,0,"BB","CHN","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,0,"Canceled","2016-10-27"
"1440",99662,101426,"City Hotel",0,92,2016,"November",46,11,0,1,2,0,0,"BB","THA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","364","NULL",0,"Transient-Party",90,0,0,"Check-Out","2016-11-12"
"1441",58829,59810,"City Hotel",1,133,2016,"November",45,2,0,4,2,0,0,"BB","AUT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,2,"Canceled","2016-10-15"
"1442",59083,60064,"City Hotel",1,11,2016,"November",45,5,0,1,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",130,0,1,"Canceled","2016-10-28"
"1443",99839,101610,"City Hotel",0,1,2016,"November",46,12,2,1,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,0,"Check-Out","2016-11-15"
"1444",60034,61019,"City Hotel",1,42,2016,"November",49,29,0,3,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","NULL","348",0,"Transient",90,0,0,"Canceled","2016-11-15"
"1445",60019,61004,"City Hotel",1,42,2016,"November",49,29,0,3,1,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","NULL","348",0,"Transient",90,0,0,"Canceled","2016-11-15"
"1446",99308,101058,"City Hotel",0,8,2016,"November",45,5,0,1,2,0,0,"BB","CHN","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","359","NULL",0,"Transient-Party",130,0,0,"Check-Out","2016-11-06"
"1447",99392,101144,"City Hotel",0,86,2016,"November",45,4,1,2,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,2,"Check-Out","2016-11-07"
"1448",99303,101053,"City Hotel",0,8,2016,"November",45,5,0,1,2,0,0,"BB","CHN","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","359","NULL",0,"Transient-Party",130,0,0,"Check-Out","2016-11-06"
"1449",59059,60040,"City Hotel",1,106,2016,"November",45,4,1,2,2,0,0,"BB","CHE","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,2,"Canceled","2016-07-28"
"1450",59678,60662,"City Hotel",1,101,2016,"November",47,18,0,2,2,0,0,"BB","IRL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,2,"Canceled","2016-10-10"
"1451",99302,101052,"City Hotel",0,8,2016,"November",45,5,0,1,2,0,0,"BB","CHN","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","359","NULL",0,"Transient-Party",130,0,0,"Check-Out","2016-11-06"
"1452",99316,101066,"City Hotel",0,8,2016,"November",45,5,0,1,2,0,0,"BB","CHN","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","359","NULL",0,"Transient-Party",130,0,0,"Check-Out","2016-11-06"
"1453",29409,29974,"Resort Hotel",0,2,2016,"November",46,10,0,1,2,0,0,"BB","SWE","Online TA","TA/TO",0,0,0,"E","E",0,"No Deposit","240","NULL",0,"Transient-Party",90,0,1,"Check-Out","2016-11-11"
"1454",58963,59944,"City Hotel",1,19,2016,"November",45,4,0,1,2,0,0,"BB","AGO","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",130,0,1,"Canceled","2016-10-25"
"1455",100114,101892,"City Hotel",0,109,2016,"November",47,17,0,3,2,0,0,"BB","CZE","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,1,"Check-Out","2016-11-20"
"1456",99655,101419,"City Hotel",0,92,2016,"November",46,11,0,1,2,0,0,"BB","THA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","364","NULL",0,"Transient-Party",90,0,0,"Check-Out","2016-11-12"
"1457",99312,101062,"City Hotel",0,8,2016,"November",45,5,0,1,2,0,0,"BB","CHN","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","359","NULL",0,"Transient-Party",130,0,0,"Check-Out","2016-11-06"
"1458",60030,61015,"City Hotel",1,42,2016,"November",49,29,0,3,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","NULL","348",0,"Transient",90,0,0,"Canceled","2016-11-15"
"1459",58834,59815,"City Hotel",1,135,2016,"November",45,2,1,4,2,0,0,"BB","BRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,0,"Canceled","2016-06-29"
"1460",18032,18290,"Resort Hotel",0,0,2015,"November",47,15,1,0,2,0,0,"BB","CHE","Direct","Direct",0,0,0,"A","D",0,"No Deposit","NULL","NULL",0,"Transient",59,1,0,"Check-Out","2015-11-16"
"1461",99717,101483,"City Hotel",0,40,2016,"November",46,11,0,2,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",130,0,1,"Check-Out","2016-11-13"
"1462",60017,61002,"City Hotel",1,42,2016,"November",49,29,0,3,1,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","NULL","348",0,"Transient",90,0,0,"Canceled","2016-11-15"
"1463",99949,101723,"City Hotel",0,8,2016,"November",47,15,0,2,2,0,0,"BB","ITA","Direct","Direct",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",90,0,0,"Check-Out","2016-11-17"
"1464",99651,101415,"City Hotel",0,92,2016,"November",46,11,0,1,2,0,0,"BB","THA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","364","NULL",0,"Transient-Party",90,0,0,"Check-Out","2016-11-12"
"1465",59501,60483,"City Hotel",1,38,2016,"November",46,12,0,1,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",130,0,2,"Canceled","2016-10-06"
"1466",100582,102383,"City Hotel",0,112,2016,"November",48,24,0,3,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","8","NULL",0,"Transient",90,0,1,"Check-Out","2016-11-27"
"1467",99425,101177,"City Hotel",0,92,2016,"November",45,2,1,4,2,0,0,"BB","BRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,0,"Check-Out","2016-11-07"
"1468",99266,101016,"City Hotel",0,83,2016,"November",45,2,0,3,2,0,0,"BB","BEL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,2,"Check-Out","2016-11-05"
"1469",99419,101171,"City Hotel",0,116,2016,"November",45,3,1,3,2,0,0,"BB","KOR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,1,"Check-Out","2016-11-07"
"1470",99196,100941,"City Hotel",0,120,2016,"November",45,3,0,1,2,0,0,"BB","SWE","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,2,"Check-Out","2016-11-04"
"1471",99646,101410,"City Hotel",0,23,2016,"November",46,11,0,1,1,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",130,0,2,"Check-Out","2016-11-12"
"1472",99318,101068,"City Hotel",0,8,2016,"November",45,5,0,1,2,0,0,"BB","CHN","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","359","NULL",0,"Transient-Party",130,0,0,"Check-Out","2016-11-06"
"1473",99652,101416,"City Hotel",0,92,2016,"November",46,11,0,1,2,0,0,"BB","THA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","364","NULL",0,"Transient-Party",90,0,0,"Check-Out","2016-11-12"
"1474",100653,102456,"City Hotel",0,101,2016,"November",48,26,2,1,2,0,0,"BB","ROU","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,2,"Check-Out","2016-11-29"
"1475",59122,60103,"City Hotel",1,11,2016,"November",45,5,0,1,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",130,0,1,"Canceled","2016-10-28"
"1476",99291,101041,"City Hotel",0,8,2016,"November",45,5,0,1,2,0,0,"BB","CHN","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","359","NULL",0,"Transient-Party",130,0,0,"Check-Out","2016-11-06"
"1477",59779,60763,"City Hotel",1,95,2016,"November",48,20,2,0,2,0,0,"BB","HUN","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,2,"Canceled","2016-09-21"
"1478",60035,61020,"City Hotel",1,42,2016,"November",49,29,0,3,1,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","NULL","348",0,"Transient",90,0,0,"Canceled","2016-11-15"
"1479",59518,60501,"City Hotel",1,143,2016,"November",46,12,2,1,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,0,"Canceled","2016-11-04"
"1480",18033,18291,"Resort Hotel",0,0,2015,"November",47,15,1,0,2,0,0,"BB","CHE","Direct","Direct",0,0,0,"D","D",0,"No Deposit","NULL","NULL",0,"Transient",59,1,0,"Check-Out","2015-11-16"
"1481",99664,101428,"City Hotel",0,92,2016,"November",46,11,0,1,2,0,0,"BB","THA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","364","NULL",0,"Transient-Party",90,0,0,"Check-Out","2016-11-12"
"1482",100603,102405,"City Hotel",0,45,2016,"November",48,25,1,2,2,0,0,"BB","BRA","Groups","Direct",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient-Party",90,0,0,"Check-Out","2016-11-28"
"1483",99414,101166,"City Hotel",0,98,2016,"November",45,2,1,4,2,0,0,"BB","ITA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,1,"Check-Out","2016-11-07"
"1484",59084,60065,"City Hotel",1,11,2016,"November",45,5,0,1,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",130,0,1,"Canceled","2016-10-28"
"1485",99654,101418,"City Hotel",0,92,2016,"November",46,11,0,1,2,0,0,"BB","THA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","364","NULL",0,"Transient-Party",90,0,0,"Check-Out","2016-11-12"
"1486",60027,61012,"City Hotel",1,92,2016,"November",49,29,0,3,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","NULL","348",50,"Transient",90,0,0,"Canceled","2016-11-15"
"1487",60028,61013,"City Hotel",1,42,2016,"November",49,29,0,3,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","NULL","348",0,"Transient",90,0,0,"Canceled","2016-11-15"
"1488",100593,102394,"City Hotel",0,130,2016,"November",48,25,0,2,2,0,0,"BB","NLD","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,2,"Check-Out","2016-11-27"
"1489",99407,101159,"City Hotel",0,127,2016,"November",45,2,1,4,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,3,"Check-Out","2016-11-07"
"1490",99190,100935,"City Hotel",0,125,2016,"November",45,1,0,3,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,2,"Check-Out","2016-11-04"
"1491",2807,2887,"Resort Hotel",0,2,2015,"November",45,4,0,1,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",59,0,0,"Check-Out","2015-11-05"
"1492",100801,102606,"City Hotel",0,4,2016,"November",49,30,0,2,2,0,0,"BB","BRA","Groups","Direct",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient-Party",90,0,0,"Check-Out","2016-12-02"
"1493",59461,60443,"City Hotel",1,22,2016,"November",46,11,0,2,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",130,0,3,"Canceled","2016-11-02"
"1494",29715,30284,"Resort Hotel",0,37,2016,"November",46,12,2,5,2,2,0,"HB","ESP","Online TA","TA/TO",0,0,0,"G","G",0,"No Deposit","240","NULL",0,"Transient",130,0,0,"Check-Out","2016-11-19"
"1495",99311,101061,"City Hotel",0,8,2016,"November",45,5,0,1,2,0,0,"BB","CHN","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","359","NULL",0,"Transient-Party",130,0,0,"Check-Out","2016-11-06"
"1496",99713,101479,"City Hotel",0,32,2016,"November",46,11,0,2,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",130,0,1,"Check-Out","2016-11-13"
"1497",99649,101413,"City Hotel",0,92,2016,"November",46,11,0,1,2,0,0,"BB","THA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","364","NULL",0,"Transient-Party",90,0,0,"Check-Out","2016-11-12"
"1498",99665,101429,"City Hotel",0,92,2016,"November",46,11,0,1,2,0,0,"BB","THA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","364","NULL",0,"Transient-Party",90,0,0,"Check-Out","2016-11-12"
"1499",99663,101427,"City Hotel",0,92,2016,"November",46,11,0,1,2,0,0,"BB","THA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","364","NULL",0,"Transient-Party",90,0,0,"Check-Out","2016-11-12"
"1500",78537,79756,"City Hotel",0,3,2015,"November",45,1,2,1,1,0,0,"BB","IRL","Direct","Direct",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",90,0,0,"Check-Out","2015-11-04"
"1501",60025,61010,"City Hotel",1,42,2016,"November",49,29,0,3,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","NULL","348",0,"Transient",90,0,0,"Canceled","2016-11-15"
"1502",59752,60736,"City Hotel",1,11,2016,"November",47,19,1,1,2,0,0,"SC","BRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,2,"Canceled","2016-11-16"
"1503",100596,102397,"City Hotel",0,130,2016,"November",48,25,0,2,2,0,0,"BB","NLD","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,2,"Check-Out","2016-11-27"
"1504",60015,61000,"City Hotel",1,42,2016,"November",49,29,0,3,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","NULL","348",0,"Transient",90,0,0,"Canceled","2016-11-15"
"1505",100631,102434,"City Hotel",0,45,2016,"November",48,25,1,2,2,0,0,"BB","BRA","Groups","Direct",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient-Party",90,0,0,"Check-Out","2016-11-28"
"1506",100579,102380,"City Hotel",0,8,2016,"November",48,25,0,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,1,"Check-Out","2016-11-27"
"1507",100108,101886,"City Hotel",0,109,2016,"November",47,17,0,3,2,0,0,"BB","CZE","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,1,"Check-Out","2016-11-20"
"1508",59948,60933,"City Hotel",1,128,2016,"November",48,26,1,1,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,1,"Canceled","2016-07-26"
"1509",59127,60108,"City Hotel",1,11,2016,"November",45,5,0,1,2,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",130,0,1,"Canceled","2016-10-28"
"1510",59776,60760,"City Hotel",1,95,2016,"November",48,20,2,0,2,0,0,"BB","HUN","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,2,"Canceled","2016-09-21"
"1511",59578,60561,"City Hotel",1,137,2016,"November",47,15,0,2,2,0,0,"BB","BEL","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,1,"Canceled","2016-11-06"
"1512",58849,59830,"City Hotel",1,52,2016,"November",45,3,0,2,1,0,0,"BB","CHN","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,0,"Canceled","2016-09-17"
"1513",99307,101057,"City Hotel",0,8,2016,"November",45,5,0,1,2,0,0,"BB","CHN","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","359","NULL",0,"Transient-Party",130,0,0,"Check-Out","2016-11-06"
"1514",99319,101069,"City Hotel",0,8,2016,"November",45,5,0,1,2,0,0,"BB","CHN","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","359","NULL",0,"Transient-Party",130,0,0,"Check-Out","2016-11-06"
"1515",99264,101014,"City Hotel",0,28,2016,"November",45,2,0,3,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",130,0,2,"Check-Out","2016-11-05"
"1516",99950,101724,"City Hotel",0,8,2016,"November",47,15,0,2,2,0,0,"BB","PRT","Direct","Direct",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",90,0,0,"Check-Out","2016-11-17"
"1517",99660,101424,"City Hotel",0,92,2016,"November",46,11,0,1,2,0,0,"BB","THA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","364","NULL",0,"Transient-Party",90,0,0,"Check-Out","2016-11-12"
"1518",99658,101422,"City Hotel",0,92,2016,"November",46,11,0,1,2,0,0,"BB","THA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","364","NULL",0,"Transient-Party",90,0,0,"Check-Out","2016-11-12"
"1519",99640,101404,"City Hotel",0,28,2016,"November",46,11,0,1,1,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"D","A",0,"No Deposit","9","NULL",0,"Transient",130,0,2,"Check-Out","2016-11-12"
"1520",100587,102388,"City Hotel",0,141,2016,"November",48,25,0,2,2,0,0,"BB","NLD","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,0,"Check-Out","2016-11-27"
"1521",60014,60999,"City Hotel",1,42,2016,"November",49,29,0,3,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","NULL","348",0,"Transient",90,0,0,"Canceled","2016-11-15"
"1522",59477,60459,"City Hotel",1,32,2016,"November",46,11,0,2,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",130,0,1,"Canceled","2016-10-17"
"1523",60016,61001,"City Hotel",1,42,2016,"November",49,29,0,3,2,0,0,"BB","PRT","Groups","TA/TO",0,0,0,"A","A",0,"Non Refund","NULL","348",0,"Transient",90,0,0,"Canceled","2016-11-15"
"1524",59772,60756,"City Hotel",1,95,2016,"November",48,20,2,0,1,0,0,"BB","HUN","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,2,"Canceled","2016-09-21"
"1525",2947,3029,"Resort Hotel",0,60,2015,"November",46,11,0,4,1,0,0,"BB","GBR","Online TA","TA/TO",0,0,0,"A","D",0,"No Deposit","240","NULL",0,"Transient",59,1,1,"Check-Out","2015-11-15"
"1526",100663,102466,"City Hotel",0,61,2016,"November",48,26,2,1,2,1,0,"BB","ESP","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","28","NULL",0,"Transient",90,0,0,"Check-Out","2016-11-29"
"1527",99661,101425,"City Hotel",0,92,2016,"November",46,11,0,1,2,0,0,"BB","THA","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"No Deposit","364","NULL",0,"Transient-Party",90,0,0,"Check-Out","2016-11-12"
"1528",100737,102541,"City Hotel",0,3,2016,"November",49,29,0,2,1,0,0,"BB","ESP","Direct","Direct",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",90,0,0,"Check-Out","2016-12-01"
"1529",58741,59722,"City Hotel",1,166,2016,"November",45,1,0,3,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"E","E",0,"Non Refund","236","NULL",0,"Transient",130,0,0,"Canceled","2016-07-13"
"1530",78931,80166,"City Hotel",0,2,2015,"November",46,11,0,1,1,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"E","E",0,"No Deposit","19","NULL",0,"Transient",90,0,0,"Check-Out","2015-11-12"
"1531",99990,101764,"City Hotel",0,1,2016,"November",47,16,0,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"D","D",0,"No Deposit","9","NULL",0,"Transient",130,0,1,"Check-Out","2016-11-18"
"1532",59005,59986,"City Hotel",1,94,2016,"November",45,4,1,2,2,0,0,"BB","FRA","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,0,"Canceled","2016-08-18"
"1533",100580,102381,"City Hotel",0,8,2016,"November",48,25,0,2,2,0,0,"BB","PRT","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","9","NULL",0,"Transient",90,0,1,"Check-Out","2016-11-27"
"1534",58758,59739,"City Hotel",1,166,2016,"November",45,1,0,3,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"E","E",0,"Non Refund","236","NULL",0,"Transient",130,0,0,"Canceled","2016-07-13"
"1535",99363,101113,"City Hotel",0,44,2016,"November",45,2,0,4,2,1,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","28","NULL",0,"Transient",90,0,0,"Check-Out","2016-11-06"
"1536",28299,28828,"Resort Hotel",0,98,2016,"October",42,11,0,1,2,0,0,"BB","DEU","Online TA","TA/TO",0,0,0,"A","A",0,"No Deposit","240","NULL",0,"Transient",59,0,1,"Check-Out","2016-10-12"
"1537",57081,58061,"City Hotel",1,275,2016,"October",41,5,1,4,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","44","NULL",0,"Transient",90,0,0,"Canceled","2016-06-20"
"1538",57074,58054,"City Hotel",1,275,2016,"October",41,5,1,4,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","44","NULL",0,"Transient",90,0,0,"Canceled","2016-06-20"
"1539",28319,28849,"Resort Hotel",0,11,2016,"October",42,11,0,1,2,0,0,"BB","ESP","Online TA","TA/TO",0,0,0,"E","F",0,"No Deposit","240","NULL",0,"Transient",90,0,2,"Check-Out","2016-10-12"
"1540",77734,78911,"City Hotel",0,16,2015,"October",42,15,1,3,2,0,0,"HB","PRT","Groups","TA/TO",0,0,0,"A","D",0,"No Deposit","1","NULL",0,"Transient-Party",90,0,0,"Check-Out","2015-10-19"
"1541",98018,99744,"City Hotel",0,335,2016,"October",42,13,0,3,2,0,0,"BB","FRA","Offline TA/TO","TA/TO",0,0,0,"A","A",1,"No Deposit","56","NULL",0,"Transient-Party",90,0,2,"Check-Out","2016-10-16"
"1542",57071,58051,"City Hotel",1,275,2016,"October",41,5,1,4,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,0,0,"A","A",0,"Non Refund","44","NULL",0,"Transient",90,0,0,"Canceled","2016-06-20"
"1543",97543,99256,"City Hotel",0,10,2016,"October",42,9,2,0,1,0,0,"BB","DEU","Offline TA/TO","TA/TO",0,0,0,"A","D",0,"No Deposit","118","NULL",0,"Transient",90,0,0,"Check-Out","2016-10-11"
"1544",97531,99243,"City Hotel",0,12,2016,"October",42,10,1,0,2,0,0,"BB","PRT","Groups","Direct",0,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient-Party",130,0,0,"Check-Out","2016-10-11"
"1545",78056,79269,"City Hotel",1,28,2015,"October",44,29,0,1,1,0,0,"BB","PRT","Offline TA/TO","TA/TO",0,1,0,"A","A",0,"No Deposit","98","NULL",0,"Transient-Party",130,0,0,"Canceled","2015-10-23"
